ID;Saran
2376;Saran saya, harus lebih aktif lagi kepada mahasiswa nya. 
2377;semoga menjadi lebih baik lagi
2378;Penjelasan pada modulnya jelas, hanya saja di beberapa pertemuan pertama tidak mengadakan tatap muka virtual
2379;Tidak ada 
2380;Bapak saat waktu pertama jarang sekali ngajar... Semoga kedepannya semakin rajin pak.. terimakasih
2381;sangat baik dalam mengajar
2382;Lebih peduli lagi dalam mengajarkan pembelajaran agar mahasiswa dapat mengerti pelajaran yang diajarkan
2383;sangat memotivasi dalam kegiatan pembelajaran
2384;-
2385;"teknik mengajar yang mudah dipahami<br />
"
2386;Terimakasih pak
2387;tidak ada
2388;Cukup baik, tingkatkan lagi interaksi dengan mahasiswa
2389;sangat baik dalam membimbing
2390;Bagus pak cara mengajarnya cukup jelas
2391;terimakasih atas pembelajaran yg bapak berikan selama 1 semester semoga apa yg bapak berikan dapat menjadikan pembelajaran yg baik kedepannya buat saya
2392;Terimakasih pak sudah mengajar ¿¿¿¿
2393;Tidak ada
2394;"Materi yang diberikan mudah dipahami dan jelas, sudah cukup dimengerti modul\"" yg diberikan"
2395;Terimakasih pak atas ilmunya.
2396;Kadang hadir kadang tidak, 
2397;cukup baik dalam menjelaskan materi
2398;Tidak ada
2399;Lebih sering mengadakan gmeet agar mahasiswa dapat mengerjakan tugas dengan baik
2400;Jarrang mengadakan vicon tetapi sekali vicon menjelaskan seperti teburu buru
2401;Saran saya harus lebih sering melakukan gmeet nya
2402;Dosen jarang mengadakan google meet tetapi modul yang diberika sudah lengkap dan jelas
2403;Lebih berinteraksi lagi dengan mahasiswa
2404;Cara mengajar cukup baik
2405;Cara pengajarannya sangat mudah dipahami, hanya saja jarang sekali melakukan google meet saat online learning
2406;cukup
2407;Bapak Supriyadi telah memenuhi tanggung jawabnya sebagai dosen, saya tidak memiliki kritik maupun saran
2408;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
2409;tolong berikan informasi ketika tidak bisa melakukan meet dengan tepat waktu
2410;sangat baik dalam memberi pelajaran
2411;Sebaiknya agar tidak terlalu sibuk dengan univ kedua yg dosen ajar harap balance dengan semuanya baik univ pertama kedua dan kegiatan lainya
2412;Baik
2413;diharapkan minimal vidcon setengah dari jumlah pertemuan pada 1 semester
2414;Dosen mengajar dengan sangat baik 
2415;boleh percepat akses materi di elearning, agar kami mahasiswa dapat membaca materi sebelum kelas dimulai
2416; Lebih di perhatikan lagi dalam penyampaian materi ya pak
2417;semoga tugasnya dapat dipermudah
2418;Baik
2419;Terimakasih sudah memberikan materi dengan sangat baik ¿¿¿¿
2420;Saya senang brlajar dengan bapak
2421;Baik
2422;tidak ada. karena tidak ada masalah selama saya melakukan aktivitas pembelajaran
2423;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2424;sehat-sehat terus bapaak
2425;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2426;-
2427;-
2428;-
2429;Terimakasih Banyak atas ilmunya, Pak
2430;Terimakasih pak atas ilmu dan kebersamaan nya selama 1 semester ini¿¿¿¿¿¿¿¿
2431;Dosen di mata kuliah ini cukup baik dalam memberi materi 
2432;Terimakasih pak atas ilmunya
2433;Tidak ada
2434;Semoga bisa lebih baik lagi dalam memberikan materi perkuliahan
2435;Semoga bisa lebih baik lagi dalam memberikan materi perkuliahan
2436;Semoga pembelajaran dari dosen bisa bermanfaat bagi saya
2437;-
2438;baik
2439; 
2440;Makasih. Pak udah ngajarin saya di semester 5
2441;Makasih. Bu udah ngajarin saya di semester 5
2442;Tidak ada
2443;-
2444;-
2445;tidak ada 
2446;Lebih sering melakukan gmeet karna saya sangat suka belajar matkul ini
2447;-
2448;Dosen dan pengajaran sangat baik
2449;Baik
2450;terimakasih atas ilmunya pak
2451;semoga bapak diberi kesehatan dan semangat mengajar yaa. terimakasih ilmu nya
2452;mantap
2453;Terima kasih pak, semoga sehat selalu
2454;Baik
2455;Terima kasih pak, semoga sehat selalu
2456;Baik
2457;Selama perkuliahan materi yang di sampaikan dapat dipahami dengan baik dan tugas tugas yang di berikan dapat dipahami dan di dikerjakan . Terima kasih¿¿¿¿
2458;.
2459;terima kasih telah membimbing saya selama 1 semester ini.
2460;-
2461;Baik
2462;Baik
2463;Terimakasih
2464;Terimakasih
2465;Mantap pak
2466;Memahami materi dengan baik
2467;Cukup, dalam menjelaskan materi sangat mudah untuk dipahami
2468;terima kasih pak
2469;terima kasih pak
2470;Makasih pak
2471;Makasih pak
2472;-
2473;Baik
2474;. 
2475;. 
2476;Y
2477;Terima kasih pak, sudah mengajarkan saya dengan baik 
2478;Terimakasih pak/bu
2479;oke
2480;Terima kasih pak
2481;Terima kasih pak
2482;.
2483;Semoga lebih baik lagi
2484;Semoga lebih baik lagi
2485;semoga kedepannya lebih baik lagi
2486;semoga kedepannya lebih baik lagi
2487;Baik
2488;sudah baik
2489;okeee
2490;okeee
2491;Josss
2492;Mantap
2493;.
2494;.
2495;.
2496;Baik
2497;Baik
2498;Terima kasih ilmunya
2499; 
2500; 
2501;-
2502;Sangat baik
2503;.
2504;Cukup bagus
2505;Cukup bagus
2506;Terimakasih
2507;Terimakasih
2508;sangat baik
2509;.
2510;.
2511;Baik
2512;Terima kasih pak atas ilmunya
2513;baik lagi kedepannya
2514;  
2515;Sangat baik
2516;. 
2517;baik
2518;ok
2519;ok
2520;baik
2521; Saya cukup mengerti dengan materi yang diberikan
2522; Saya cukup mengerti dengan materi yang diberikan
2523;suka banget sama bu dwi 
2524;cukup baik
2525;tidak ada
2526;"sangat baik<br />
"
2527;sangat baik pengajarannya
2528;saat menjelaskan materi dipertemuan online, cara berbicaranya kadang suka kecepatan
2529;cukup baik
2530;saat menjelaskan materi dipertemuan online, cara berbicaranya kadang suka kecepatan
2531;Terimakasih bu ilmu nya
2532;tidak ada yang perlu di kritik¿¿¿¿¿¿¿¿
2533;sangat memotivasi dalam kegiatan pembelajaran
2534;sangat memotivasi dalam kegiatan pembelajaran
2535;-
2536;-
2537; 
2538;baik
2539;terima kasih untuk ilmunya ya bu semoga ilmunya bermanfaat 
2540;Tidak Ada
2541;Materi yang disampaikan Ibu sangat seru dan sangat mudah sekali di tangkap, sehingga saya sangat termotivasi belajar. Terimakasih Ibu telah memberi ilmunya
2542;Materi yang disampaikan Ibu sangat seru dan sangat mudah sekali di tangkap, sehingga saya sangat termotivasi belajar. Terimakasih Ibu telah memberi ilmunya
2543;bagusss nag bikin ngantuk malah bikin semangat
2544;bagusss nga bikin ngantuk malah bikin semangat
2545;Materi yang diberikan sudah cukup jelas dan mudah dimengerti
2546;Materi yang diberikan sudah cukup jelas dan mudah dimengerti
2547;Terima kasih, Bu Dewi telah memahami mahasiswa baru yang sedang beradaptasi dengan daring.
2548;Terimakasih Bu Dewi, sudah memahami mahasiswa baru yang masih beradaptasi dengan daring. 
2549;terimakasih bu atas pembelajaran dan ilmu yang ibu berikan semoga kedepannya saya akan terus berkembang dengan oembalajaran dr ibu ini
2550;terimakasih bu atas pembelajaran dan ilmu yg ibu berikan semoga bermanfaat buat saya kedepannya, makasih juga atas pembelajaran yang selalu fun dan ceria
2551;Baik dan banyak berinteraksi dengan mahasiswa
2552;sangat baik dalam mengajar atau member materi 
2553;tidak ada
2554;tidak ada
2555;baik
2556;Ya
2557;Semangat bu
2558;-
2559;Baik
2560;Seru sama dosen nya
2561;Seru belajar sama dosen ya
2562;cara mengajar sudah bagus
2563;Sangat baik
2564;cara mengajar sudah bagus
2565;Dosen mengajar dengan sangat baik, dan bisa menyesuaikan dengan mahasiswa
2566;Sangat jelas ketika berbicara dan dosen pun ramah
2567;Baik dalam pengajaran dan motivasi, hanya perlu dipertahankan
2568;Dosen nya sangat baik bgt
2569;Terimakasih sudah memberikan materi dengan sangat baik ¿¿¿¿
2570;Terimakasih sudah memberikan materi dengan sangat baik ¿¿¿¿
2571;Saya senang belajar dengan ibu
2572;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2573;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2574;Dosen sudah melakukan pengajaran yang terbaik, mencairkan suasana dikala jenuh, dan mampu beradaptasi kepada mahasiswa
2575;Dosen sudah melakukan pengajaran yang terbaik, mencairkan suasana dikala jenuh, dan mampu beradaptasi kepada mahasiswa 
2576;"sehat sehat terus ibuu<br />
"
2577;sehat-sehat terus ibuu
2578;De bes
2579;De bes
2580;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2581;Saran saya, harus lebih jelas lagi dalam menjelaskan sebuah materi yang di sampaikan dan tidak terburu-buru dalam menyampaikan materi tersebut. 
2582;Saran saya, sebaiknya tidak terburu-buru dalam menjelaskan sebuah materi yang di sampaikan. 
2583;"tetap jaga kesehatan bu biar bisa mengajarkan saya dimata kuliah lainnya<br />
semoga menjadi lebih baik lagi<br />
"
2584;"tetap jaga kesehatan bu biar bisa mengajarkan saya dimata kuliah lainnya<br />
semoga menjadi lebih baik lagi"
2585;sangat baik dalam mengajar
2586;suka sama gaya mengajarnya bu dewi tapi saran saya jangan cepet cepet bu 
2587;baik
2588;cukup
2589;cukup
2590;Dosen memberikan materi perkuliahan dengan sangat baik dan memberikan pelayanan terbaik kepada mahasiswa
2591;saran: harus lebih lagi dalam mengajar dan menyampaikan materi
2592;Baik
2593;Baik
2594;sangat tepat waktu
2595;sangat disiplin dalam proses belajar mengajar.
2596;tidak ada. sama seperti LOGMAT tidak ada masalah selama proses pengajaran
2597;Mudah dimengerti dan cara penyampainya baik
2598;"tidak ada, karena bu dewi menurut saya sangat baik. saya jadi tertarik dengan hitungan\"" salah satunya karena bu dewi.... makasihhh buuu"
2599;Mudah dimengerti materinya dan cara penyampaian materinya sangat baik 
2600;Cara mengajar sangat santai dan asik
2601;Cara menyampaikan materi sangat mudah di mengerti dan dosennya sangat asik:) 
2602;Terimakasih Bu
2603;Terimakasih pak
2604;saran: harus lebih lagi dalam mengajar dan menyampaikan materi
2605;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasiswa
2606;Sudah baik dalam mengajari mahasiswa, semoga ibu sukses selalu
2607;Sudah baik dalam mengajari mahasiswa, semoga ibu sukses selalu
2608;"Terima kasih pengajaran ibu <br />
Semoga kedepan lebih baik dalam karirnya¿¿¿¿"
2609;Dosen sudah sangat baik dalam mengajar, dan bisa menyesuaikan dengan mahasiswa nya.
2610;tidak ada yang perlu di kritik¿¿¿¿¿¿¿¿
2611;Dosen sudah sangat baik dalam mengajar, dan bisa menyesuaikan diri dengan mahasiswa nya.
2612;Dosen sudah sangat baik dalam mengajar, dan menjelaskan dengan lengkap materinya.
2613;tidak ada
2614;terimakasih untuk pembelajaran dan pemberian materi yg baik semoga bisa bermanfaat buat saya kedepannya
2615;dosen sudah menjelaskan pelajaran dengan baik
2616;Terimakasih buk atas ilmu yang bermanfaat saya memahami tentang python dan dapat menerapkannya
2617;sangat baik dalam penyampaian materi
2618;baik sekali dalam penyampaian dan jelas
2619;Kurangnya interaksi dan terlalu berpaku pada modul
2620;materi yang dijelaskan cukup untuk dipahami, dan mudah untuk dimengerti, dan pelayanan yang diberikan telah sesuai dengan ketentuan.
2621;Sebaiknya bersosialisasi lebih lagi kepada mhasiswa
2622;saya harap lebih semangat lagi kedepan nya dalam mengajar biar nga bikin ngantuk
2623;diharapkan untuk membuat suasana belajar lebih menyenangkan agar tidak terlalu monoton
2624;Dosen sudah mengajar dengan sangat baik 
2625; Tidak ada saran untuk ibu saya harap ibu sehat selalu dan semangattt :)
2626;semoga tugasnya dapat dipermudah
2627;mantap saya jadi bisa ngoding yang tadinya gada basic ngoding
2628;Ibu Samsinar telah mengajar saya dan kelas saya dengan baik, dia juga sering membantu mahasiswa yg menggunakan software lain meskipun dia tidak begitu paham. saran saya dia bisa lebih terbuka dengan mahasiswanya
2629;cukup
2630;Selamat beliau mengajar tidak ada masalah 
2631;Dosenya baik
2632;Semoga kedepannya dapat lebih baik lagi, terima kasih
2633;Karena saya baru mengenal sebuah pelajaran bahasa pemrograman dasar jadi saya agak asing dengan pelajarannya,tetapi saya mencoba untuk mengerti walaupun baru mengenal ilmu yang baru di dapat
2634;Sungguh baik
2635;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
2636;Ibu agak terlalu terburu-buru saat mengajar
2637;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
2638;Saran saya, sebaiknya harus lebih menambah suasana yang bisa buat mahasiswa lebih memperhatikan materi yang di sampaikan. 
2639;"untuk pemberian materi tugas tolong contoh yang dibuat ibu dibagikan karena terkadang modul dibagikan programnya tidak sesuai<br />
semoga menjadi lebih baik lagi"
2640;"Ibu... Terkadang ngajar nya suka kecepatan... <br />
Semoga ngajar nya tidak terlalu cepat lagi Bu, terimakasih"
2641;Saran saya untuk kedepannya semoga bisa lebih diperhatikan lagi untuk dosennya dalam memulai maupun mengakhiri pelajaran, agar tidak terlalu cepat maupun tidak terlalu lama
2642;Terimakasih pak
2643;saran: harus lebih lagi dalam mengajar dan menyampaikan materi
2644;"tidak ada. saya jadi mengerti koding\""an karena bu sam, yang tdnya buta sekarang jd menghetahui.... terima kasih buu"
2645;Matkul yang lumayan agak susah ketika pembelajaran masih online
2646;Cukup baik , kalau boleh saran bu lebih dikasih contoh contoh lagi 
2647;sehat-sehat terus ibuuu,
2648;Tidak ada
2649; Saya cukup mengerti dengan materi yang diberikan
2650;Terimakasih.
2651;baik
2652;Baik
2653;.
2654;Oke
2655;Baik
2656;Mantap 
2657; 
2658;Lebih ditingkatkan lagi
2659;Harus lebih tepat lagi kehadirannya
2660;Cara mengajar bapak enak mudah di pahami
2661;bagus
2662;baik
2663;Terima kasih bapak, sudah mengajarkan saya dengan baik 
2664;ok
2665;Untuk sekarang tidak ada saran
2666;Sebaiknya meberi vidio demontrasi dari suatu aplikasi
2667;Terima kasih pak atas semester 7 nya
2668;"mantap<br />
"
2669;".<br />
"
2670;Semoga kedepannya lebih baik lagi
2671;baik
2672;terimankasih pak
2673;Makasih pak
2674;tambahkan video pembelajaran untuk kedepannya Pak
2675;Tidak ada
2676;terimakasih pak
2677;-
2678;baik
2679;"mudah di mengerti<br />
"
2680;.
2681;Terima kasih¿¿¿¿
2682;sangatttt baikkk
2683;bagus
2684;memahami matakuliah cukup baik
2685;-
2686;baik
2687;-
2688;baik
2689;-
2690;-
2691;Apa yang disampaikan dosen sulit dimengerti
2692; 
2693;-
2694;-
2695;Makasih.pak  udah ngajarin saya di semester 5
2696;-
2697;Terimakasih
2698;Terimakasih
2699;-
2700;Semoga bisa menerangkan matkul secara detail pak supaya mahasiswa lain bisa paham, dan terimakasih atas ilmunya pak
2701;Dosen kurang kehadiran semoga bisa lebih sering hadir lagi
2702;Baik
2703;tidak ada
2704;semoga tugasnya dapat dipermudah
2705;Sistem ajar  mengajar yang mudah dipahami
2706;Tidak ada yg kurang mulai dari pemberian sampai penjelasan materi serta responsive bila anda bertanya seputar materi yang disampaikan
2707;modul pembelajaran bisa lebih diperbaiki
2708;Terimakasih sudah memberikan materi sebaik mungkin pak ¿¿¿¿
2709;Penyapaian materi baguss, isi dari ppt lengkap dan jelas. Dosen asikkkk bahasa inggrisnya mudah di mengerti. Namun banyak latihan tetapi dengan beberapa soal yang sama.
2710;Baik dalam pengajaran dll
2711;Semoga lebih baik lagi
2712;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
2713;-
2714;baik
2715;terimakasih, semoga kedepannya lebih baik lagi
2716;semoga 2022 lebih baik
2717;Saran saya sebaiknya lebih baik lagi dalam menjelaskan materi yang di sampaikan nya kepada mahasiswa nya, dengan komunikasi terhadap mahasiswanya dengan baik.
2718;Saya cukup mengerti
2719;Pembelajaran dan motivasi yang diberikan sangat baik. saran dari saya agar pembelajaran sedikit di kurangi temponya karena ada beberapa pelajaran yang penjelasannya sedikit lebih cepat
2720;ilmu yang diberikan sudah cukup baik, dapat diterima dan dimengerti dengan mudah.
2721;"ditingkatkan lagi dalam pengajarannya, lebih semangat<br />
"
2722;ditingkatkan lagi dalam pengajarannya, lebih semangat untuk mengajar
2723;Cukup
2724;Saya hanya ingin mengucapkan terimakasih kepada bapak karena telah mengajar kami dengan baik
2725;Terkadang dosen tidak mengadakan google meet sehingga materi yang diberikan kurang dipahami oleh Mahasiswa
2726;Lebih berinteraksi lagi kepada mahasiswa
2727;tidak ada 
2728;cukup
2729;Makasih pak untung ilmu yang bermanfaat
2730;Bapak terbaik
2731;menurut saya sudah cukup baik
2732;" Saran saya lebih di perhatikan kembali ketika memberi <br />
 penjelasan kepada mahasiswa, agar mahasiswa lebih mengerti apa yg di sampaikan oleh dosen"
2733;Untuk penjelasan materi lebih Di perhatikan lagi Agar mahasiswa lebih mengerti pelajaran yg Di sampaikan
2734;Sebaiknya bapak kalau mengasih tugas 50 soal minimal 90 menit pak biar tidak terburu buru, terima kasih bapak sudah mengajar kami. 
2735;Menurut saya dalam penyampaiannya kurang dapat dimengerti sehingga saya masih bingung 
2736;Pak Subandi sudah bagus dalam menjadi dosen B.Inggris selama semester 1, Tolong di pertahankan ya pak..
2737;.
2738;Dalam mengajar lebih kondusif lagi , untuk penjelasan materi lebih diperhatikan agar mahasiswa lebij mengerti dalam mempelajarinya.
2739; 
2740;Pak Subandi adalah dosen yang dalam hal mengajar, jika membutuhkan kritik mungkin saya akan mengritik dirinya yang mengadakan UAS secara mendadak padahal baru pertemuan 14. Saran saya dia bisa lebih informatif apalagi di event besar seperti ini
2741;pak dosen baik, namun pertemuan masih kurang. 
2742;sedikit kurang di mengerti ketika penjelasannya secara online,mungkin ketika secara langsung bisa di mengerti, sebelumnya saya minta maaf kalo ada salah kata dalam kritik atau saran nya
2743;Untuk absensi kehadiran, saya kira terlalu cepat. Jikalau matkul lain jam terakhir absensi jam 11-12 malam
2744;saran saya jika ada quiz atau tugas jangan upload terlalu malam
2745;Semoga untuk kedepannya bisa ada perbaikan dalam hal penyampaian materi, agar mahasiswa paham dengan apa yang dibahas didalam materi  tersebut
2746;Sangat baik
2747;Maaf, bila ada murid yang bertanya di WA tolong untuk segera di respon supaya tidak kesusahan
2748;untuk penyampaian materi kurang mudah dipahami bagi beberapa mahasiswa yang kurang dalam bahasa inggris 
2749;Saat penyampaian materi, Penjelasan dalam mengajar kurang mendetail dan jelas
2750;sejauh ini dosen telah melakukannya tugasnya dengan baik
2751;Lebih di tingkatkan dalam pembelajaran nya pak, dan dalam melakukan pembelajaran lebih detail dan juga lebih semangat 
2752;agar lebih detail menjelaskan materi
2753;Agar lebih mendetail saat menjelaskan materi
2754;Absen nya jangan buka mlm2 
2755;Supaya lebih baik lagi
2756;Di tingkatkan lagi dalam mengajar nya
2757;Dosen mengajar sudah sangat baik dan memberikan pelayanan kepada mahasiswa dengan sangat baik
2758;tidak ada kritik
2759;Terimakasih pak
2760;Kritik saya untuk penyampaian materi masih agak kurang paham
2761;good
2762;good
2763;Sudah Cukup dalam pengajaran, namun kurang memotivasi mahasiswanya
2764;Dalam mengajar bagi saya sudah cukup tetapi di usahakan lebih semangat lagi untuk kedepan nya. Terimakasih pak
2765;Materi yang disampaikan mudah dimengerti.
2766;Cukup memotivasi mahasiswa dalam kegiatan pembelajaran 
2767;"saran: pak dosen harus lebih terbuka terhadap mahasiswa <br />
kritik: pak dosen dalam menjelaskan materi sedikit kurang jelas "
2768;pengajaran dosen sangat baik dan memberikan pengetahuan yang sangat membantu
2769;Baik
2770;Agak kurang jelas untuk memahami materinya 
2771;Tidak ada
2772;dosen sudah mengajar dengan baik
2773;semangat bapak ngajarnya
2774;"dalam pemberian tugas terkadang kurang lengkap dalam menjelaskan.<br />
tapi mungkin itu juga menjadi kesalahan saya yg kurang aktif dalam bertanya, saya selaku mahasiswa berterima kasih.<br />
semoga bisa menjadi lebih baik lagi"
2775;Dosen sudah melakukan pengajaran yang baik, dan bisa menyesuaikan diri pada mahasiswa
2776;terima kasih pak atas ilmunya, sehat selalu
2777;dosen sudah mengajar dengan baik dan bisa menyesuaikan diri dengan mahasisw
2778;Tolong lebih peka terhadap mahasiswa karena kami bingung disaat waktu pelajarannya tidak ada respon sama sekali di grup chatnya.
2779;suara dosen saat menjelaskan kadang terlalu kecil
2780;Penyampaian materi yang bapak jelaskan dan sampaikan mudah di tangkap. Sekian Terimakasih atas ilmunya pak
2781;Saya harap bapak tidak terlalu cuek kepada mahasiswa, maap jika saya salah kata 
2782;semoga dengan penilaian ini dapat menjadi acuan dosen ke depannya
2783;Terima kasih banyak pak telah mengajarkan mata pelajaran Bahasa Inggris ini. Dan semoga pelajaran dan ilmunya dapay diterima dengan baik.
2784;Terima kasih banyak untuk 1 semesternya pak subandi
2785;Dosen sudah sangat baik dan sangat membantu dalam mengajar kami mahasiswa nya. 
2786;Terimakasih sudah mengajar pak ¿¿¿¿
2787;banyak motivasi dari bapak yang saya ambil
2788;Tidak ada
2789;Tidak ada
2790;Mungkin karena sibuk, jadi dosen jarang melakukan gmeet dan hanya mengupload tugas quiz dan modul di elearning
2791;baik
2792;baik
2793;Terima kasih pak
2794;Terima Kasih Pak telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai
2795;Semoga lebih baik lagi
2796;lebih baik lagi
2797;terimakasih
2798;terimakaish
2799;baikk
2800;Baik
2801;Makasih pak
2802;Makasih pak
2803;Ketika menjelaskan pake bahasa Indonesia agar mahasiswa lebih dapat memahami materi yang di pelajari
2804;tidak ada 
2805;diharapkan untuk membuat suasana belajar menyenangkan agar tidak terlalu monoton
2806;Lebih baik lg kedepannya
2807;Lebih baik lagi kedepannya
2808;boleh percepat akses materi di elearning, agar kami mahasiswa dapat membaca materi sebelum kelas dimulai
2809;tidak ada yang perlu di kritik¿¿¿¿
2810;"mungkin ada beberapa kendala yang menyebabkan bapak sibuk seperti keluar kota tetapi bapak tetap menyempatkan diri untuk mengajar kami <br />
terima kasih yang sebesar-besarnya untuk bapak subandi"
2811;terimakasih pak semoga bermanfaat ilmunya
2812;Terima kasih pak
2813;Semoga kedepannya lebih memperhatikan jam masuknya pelajaran sesuai dengan jamnya
2814;Sehat selalu
2815;Agar lebih baik kedepan nya:)
2816;bagus
2817;saran saya untuk dosen apabila ada mahasiswa yg belum mengerti dimatakuliah lebih ditingkatkan lagi untuk mengajar mahasiswa agar kedepannya lebih paham
2818;tidak ada yang harus di kritik¿¿¿¿¿¿¿¿
2819;ketepatan waktu penyelesaian dan waktu kehadiran sangat baik, dan penjelasan materi yang sangat baik
2820;Baik
2821;terima kasih
2822;makasihh pak udah berbagi ilmu nya
2823;sekedar saran pak, sering-sering chat di grup soalnya kami mahasiswa mau bertanya tapi bingung tidak dibalas
2824;.
2825;Tidak ada
2826;Mau mengucapkan terima kasih saja kepada bapak, selama 1 semester ini sudah mengajar..
2827;lebih perbanyak gmeet/zoom pak:)
2828;Sehat selalu pak
2829;Baik
2830;"mudah dimengerti<br />
"
2831;sibuk
2832;Semoga ke depannya lebih baik dalam mengajarkan tentang Pengadaan Secara Elektronik
2833;Semoga ke depannya lebih baik lagi dalam mengajarkan dan memberikan materi kepada mahasiswa.
2834;sehat terus pak
2835;sehat terus pak
2836;"terimkasih selama perkuliahan online bapak sudah membagikan ilmunya, semoga bermanfaat bagi saya dan teman-teman...<br />
"
2837;"terimkasih selama perkuliahan online bapak sudah membagikan ilmunya, semoga bermanfaat bagi saya dan teman-teman...<br />
"
2838;semoga kedepannya bisa lebih baik lagi
2839;Lanjutkan
2840;Lanjutkan
2841;cukup
2842;cukup baik
2843;Baik
2844;-
2845;Terima kasih pak atas 1 semester nya
2846;Terima kasih pak satu semester nya
2847;dalam membuat soal tolong di permudah bhasanya dan tidak belibet.
2848;"Semoga ilmu yang telah di diberikan dapat bermanfaat bagi kami semua.<br />
Terimakasih banyak bapak"
2849;Untuk menjelaskan materi semoga lebih bisa baik lagi
2850;Lebih baik lagi dalam mengajarkan mahasiswa 
2851;lebih menjelaskan meteri setara terperinci 
2852;Saran saya lebih sering mengadakan gmeet agar mudah dalam menjelaskan pengerjaan tugas
2853;.
2854;-
2855;baik
2856;-
2857;terima kasih pak untuk 1 semesternya semoga ilmu yang bapak berikan bermanfaat untuk saya 
2858;Baik
2859;cukup baik
2860;Ok
2861;Good
2862;Baik
2863;Omg
2864;pa kasi nilai ke mahasiwa yg bagus pak biar saya doain yg baik baik . sehat selalu pak
2865;tingkatkan interaksi dalam pembelajaran
2866;4
2867;.
2868;baik
2869;-
2870;3
2871;semoga kedepannya bisa lebih baik lagi
2872;Dosennya asik, kadang suka nanya mahasiswa untuk mencari solusi bersama
2873;good
2874;Baik
2875;baik
2876;Terima kasih pak
2877;Tingkatkan
2878;materi yang dijelaskan cukup mudah di pahami
2879;Terimakasih pak
2880;Tidak ada
2881;baik
2882;Semoga makin bagus kinerja mengajar kedepannya
2883;-
2884;-
2885;sedikit kritik untuk metode daring saya rasa kurang efektif, karena dosen lebih sering memperhatikan peserta offline
2886;Bapak harus bisa menghandle yg offline dengan yang online di saat kelas offline bapak terkadang mengabaikan yang online 
2887;Semoga sehat selalu pak
2888;Trimakasih
2889;Lebih baik lagi kedepannya
2890;"terimakasih atas ilmunya bapak selama mengajar online ini, semoga bermanfaat bagi saya dan teman-teman...<br />
semoga bapak sehat slalu "
2891;lebih memperhatikan mahasiswa yang online ketika kuliah sedang di lakukan secara hybrid
2892;semoaga lebih semangat lagi buat bapak mengajar pengajarannya sudak cukup baik tapi penyampaian nya saja pak saya yang terkadang orang kurang paham sedikit
2893;Sudah sangat baik pak untuk penyampaian nya
2894;Selama 1 semester ini menurut saya sudah baik pengajaran yang di berikan oleh pak Agus Umar Hamdani, S.Kom., M.Kom.
2895;Terimakasih bapak sudah sabar mengajari saya semoga kesehatan kebaikan selalu menyertai bapak
2896;tidak ada
2897;Penjelasan yang diberikan cukup jelas dan setiap pertemuan selalu di berikan video pemaparan agar bisa di ulangi kembali pelajaran tersebut
2898;Terima Kasih pak sudah membantu dan memotivasi mahasiswa yang belom tau menjadi tau
2899;sudah sangat baik dalam proses belajar dan mengajar, terimakasih bapak atas 1 semesternya ini:) 
2900;Semoga ke depannya lebih baik lagi dalam mengajar dan memberikan materi kepada mahasiswa
2901;Tidak Ada
2902;matakuliah sangat memahami
2903;mudah di mbgerti
2904;Terima kasih
2905;terimakasih, semoga kedepannya lebih baik lagi
2906;Terima kasih pak atas semester 7 nya
2907;sehat  terus 
2908;Baikkkk sekaliii
2909;Cukup Baik
2910;baik 
2911;Baik
2912;Terima kasih atas 1 semester nya
2913;Terima kasih¿¿¿¿
2914;-
2915;baik
2916;Baik
2917;sudah baik
2918;Sangat membantu, jika ada masalah dari program pasti dibantu sebisa mungkin untuk diajari. bahasa yang digunakan juga mudah dipahami
2919;Baik
2920;Sudah sangat bagus Bu
2921;-
2922;Baik dalam pembelajaran
2923;Sangat prefosional
2924;Terimakasih banyak bu karena telah mengajari saya
2925;Tidak ada sudah cukup
2926;Semoga kedepannya lebih baik lagi
2927;Tidak ada
2928;Mantap
2929;semoga lebih baik dari sebelumnya
2930;tetap semangat dalam memberikan materi kepada mahasiswa
2931;Terimakasih bu
2932;Tingkatkan terus & terima kasih
2933;Terima kasih bu telah memberikan saya ilmu yang bermanfaat, semoga kedepannya lebih baik lagi dalam mengajar
2934;"Sangat Baikk<br />
"
2935;tidak ada 
2936;w
2937;modul dari dosen nya sudah baik dan diajarkan secara baik mudah dipahami
2938;Good
2939;Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik
