created_at,full_text,clean_tweet,stopword_tweet,stemmer_tweet,label_inset,label_senti
2022-03-24 00:48:02,Motor Listrik Budi Luhur Ikut Mejeng di Sirkuit Mandalika https://t.co/NOkw1mDIrE,motor listrik budi luhur ikut mejeng di sirkuit mandalika https t co nokw mdire,motor listrik budi luhur mejeng sirkuit mandalika https t co nokw mdire,motor listrik budi luhur mejeng sirkuit mandalika https t co nokw mdire,neg,neg
2022-03-24 00:16:11,Motor Listrik Universitas Budi Luhur Tampil di MotoGP Mandalika https://t.co/9zUxo5Zf4s #DapurPacuid,motor listrik universitas budi luhur tampil di motogp mandalika https t co zuxo zf s dapurpacuid,motor listrik universitas budi luhur motogp mandalika https t co zuxo zf s dapurpacuid,motor listrik universitas budi luhur motogp mandalika https t co zuxo zf s dapurpacuid,neg,neg
2022-03-23 22:00:16,@tjhinfar @KRMTRoySuryo2 Kelompok mereka di biayai amerika buat bikin gaduh di negri sendiri..emng gak punya budi perkerti dan nilai luhur,kelompok mereka di biayai amerika buat bikin gaduh di negri sendiri emng gak punya budi perkerti dan nilai luhur,kelompok biayai amerika gaduh negri emng gak budi perkerti nilai luhur,kelompok biaya amerika gaduh negri emng gak budi perkerti nilai luhur,neg,pos
2022-03-23 20:42:40,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-23 15:07:52,@convomf Kangen sama aku aja ya mas budi luhur yang berbeda-beda dan bersosialisasi yang berbeda-beda dan bersosialisasi yang berbeda-beda dan bersosialisasi yang berbeda-beda dan bersosialisasi yang berbeda-beda dan bersosialisasi yang berbeda-beda dan bersosialisasi yang berbeda-beda,kangen sama aku aja ya mas budi luhur yang berbeda beda dan bersosialisasi yang berbeda beda dan bersosialisasi yang berbeda beda dan bersosialisasi yang berbeda beda dan bersosialisasi yang berbeda beda dan bersosialisasi yang berbeda beda dan bersosialisasi yang berbeda beda,kangen budi luhur berbeda beda bersosialisasi berbeda beda bersosialisasi berbeda beda bersosialisasi berbeda beda bersosialisasi berbeda beda bersosialisasi berbeda beda bersosialisasi berbeda beda,kangen budi luhur beda beda sosial beda beda sosial beda beda sosial beda beda sosial beda beda sosial beda beda sosial beda beda,neg,pos
2022-03-23 11:29:26,Gelar bangsawan memang tidak menjamin seseorang punya budi pekerti  luhur sesuai gelar yg disandang nya. Kasian sekali ibu yg telah melahirkannya....,gelar bangsawan memang tidak menjamin seseorang punya budi pekerti luhur sesuai gelar yg disandang nya kasian sekali ibu yg telah melahirkannya,gelar bangsawan menjamin budi pekerti luhur gelar disandang kasian melahirkannya,gelar bangsawan jamin budi pekerti luhur gelar sandang kasi lahir,neg,neg
2022-03-23 04:40:03,SMPN 115 Jakarta Berjaya di Budi Luhur Basketball Competition 2022 https://t.co/uQ0rAd0W5G,smpn jakarta berjaya di budi luhur basketball competition https t co uq rad w g,smpn jakarta berjaya budi luhur basketball competition https t co uq rad w g,smpn jakarta jaya budi luhur basketball competition https t co uq rad w g,pos,neg
2022-03-23 03:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-22 23:46:46,@yusuf_dumdum Akan berapa lagi korban berjatuhan seperti orang ini...akibat pemahaman keyakinan dan pengajaran yang salah ...jauh dari pemikiran budi pekerti budaya kita yang luhur,akan berapa lagi korban berjatuhan seperti orang ini akibat pemahaman keyakinan dan pengajaran yang salah jauh dari pemikiran budi pekerti budaya kita yang luhur,korban berjatuhan pemahaman keyakinan pengajaran pemikiran budi pekerti budaya luhur,korban jatuh paham yakin ajar pikir budi pekerti budaya luhur,neg,neg
2022-03-22 10:42:40,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-22 09:21:48,@orakariq mahasiswa budi luhur,mahasiswa budi luhur,mahasiswa budi luhur,mahasiswa budi luhur,neg,neg
2022-03-22 09:04:57,"KRIMINOLOGI FAIR 2021 GENDER BASED ISSUE: COME AS YOU ARE”  ‼️KRIMNIGHT FESTIVAL‼️  •Pelaksanaan Acara• 🗓 : Sabtu, 26 Maret 2022 📍 : Cafe Dokterandus - Universitas Budi Luhur ⏰ : 16.00 WIB - Selesai  ☎️ +62 821-1528-7842 (Desti) https://t.co/CxgcTH2lHU",kriminologi fair gender based issue come as you are krimnight festival pelaksanaan acara sabtu maret cafe dokterandus universitas budi luhur wib selesai desti https t co cxgcth lhu,kriminologi fair gender based issue come as you are krimnight festival pelaksanaan maret cafe dokterandus universitas budi luhur selesai desti https t co cxgcth lhu,kriminologi fair gender based issue come as you are krimnight festival laksana maret cafe dokterandus universitas budi luhur selesai desti https t co cxgcth lhu,pos,neg
2022-03-22 04:17:22,@SembiringGabby @mahasiswigenz @andiarman92 Sabar bu jagan marah trus mengeluarkan statment kotor. Perlu di pahami  leluhur bangsa ini tidak mengajarkan kata kata kasar bangsa ini sangat menjunjung tinggi nilai nila tata krama sopan santun budi pekerti luhur dan baik,sabar bu jagan marah trus mengeluarkan statment kotor perlu di pahami leluhur bangsa ini tidak mengajarkan kata kata kasar bangsa ini sangat menjunjung tinggi nilai nila tata krama sopan santun budi pekerti luhur dan baik,sabar bu jagan marah trus mengeluarkan statment kotor pahami leluhur bangsa mengajarkan kasar bangsa menjunjung nilai nila tata krama sopan santun budi pekerti luhur,sabar bu jagan marah trus keluar statment kotor paham leluhur bangsa ajar kasar bangsa junjung nilai nila tata krama sopan santun budi pekerti luhur,neg,pos
2022-03-21 17:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-21 13:40:34,🎓Perguruan Tinggi yang Memiliki Jurusan Kriminologi🎓  -Universitas Indonesia (Akreditasi A) -Universitas Budi Luhur (Akreditasi B) -Universitas Islam Riau (Akreditasi B),perguruan tinggi yang memiliki jurusan kriminologi universitas indonesia akreditasi a universitas budi luhur akreditasi b universitas islam riau akreditasi b,perguruan jurusan kriminologi universitas indonesia akreditasi universitas budi luhur akreditasi universitas islam riau akreditasi,guru jurus kriminologi universitas indonesia akreditasi universitas budi luhur akreditasi universitas islam riau akreditasi,neg,neg
2022-03-21 12:20:27,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/up5lrTimus",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co up lrtimus,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co up lrtimus,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co up lrtimus,pos,neg
2022-03-21 07:14:59,"@dulabdulrozak @obengsegitiga astaga jak jak di cari dong mars budi luhur, gua si mending mars perindo ya",astaga jak jak di cari dong mars budi luhur gua si mending mars perindo ya,astaga jak jak cari mars budi luhur mending mars perindo,astaga jak jak cari mars budi luhur mending mars perindo,neg,neg
2022-03-21 07:11:36,"@obengsegitiga @Dwiisblla Mari kita nyanyikan mars budi luhur, semua dimohon untuk berdiri https://t.co/xN5n1VbmiJ",mari kita nyanyikan mars budi luhur semua dimohon untuk berdiri https t co xn n vbmij,nyanyikan mars budi luhur dimohon berdiri https t co xn n vbmij,nyanyi mars budi luhur mohon diri https t co xn n vbmij,neg,pos
2022-03-21 07:04:30,@Dwiisblla @obengsegitiga Salam budi luhur,salam budi luhur,salam budi luhur,salam budi luhur,neg,neg
2022-03-21 06:17:23,kalo sekbid kepribadian dan budi pekerti luhur tuh megang ekskul apa ya?,kalo sekbid kepribadian dan budi pekerti luhur tuh megang ekskul apa ya,sekbid kepribadian budi pekerti luhur tuh megang ekskul,sekbid pribadi budi pekerti luhur tuh megang ekskul,neg,neg
2022-03-21 03:12:58,case kedua emg ga wajar di negeri yg masi menjunjung tinggi nilai luhur dan budi pekerti. sisanya ya emg problematik sih yg ngeributin hal itu,case kedua emg ga wajar di negeri yg masi menjunjung tinggi nilai luhur dan budi pekerti sisanya ya emg problematik sih yg ngeributin hal itu,case ga wajar negeri masi menjunjung nilai luhur budi pekerti sisanya problematik ngeributin,case ga wajar negeri mas junjung nilai luhur budi pekerti sisa problematik ngeributin,neg,pos
2022-03-21 00:54:26,Lantas mantra apa yg paling indah wahai si paling luhur budi.,lantas mantra apa yg paling indah wahai si paling luhur budi,lantas mantra indah luhur budi,lantas mantra indah luhur budi,pos,pos
2022-03-21 00:42:40,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-20 17:18:59,@coecillion permintaan lu ga masuk akal budi luhur setan,permintaan lu ga masuk akal budi luhur setan,permintaan ga akal budi luhur setan,minta ga akal budi luhur setan,neg,neg
2022-03-20 10:58:32,"@PT_Transjakarta min, kalo dari lb bulus mau ke univ Budi Luhur Rutenya mana aja ya? thanks",min kalo dari lb bulus mau ke univ budi luhur rutenya mana aja ya thanks,min lb bulus univ budi luhur rutenya thanks,min lb bulus univ budi luhur rute thanks,neg,neg
2022-03-20 08:38:09,"@Hayuningrat7 Budaya Leluhur jauh lebih baik, karena selalu ditanamkan budi pekerti luhur, tatakrama dan sopan santun.",budaya leluhur jauh lebih baik karena selalu ditanamkan budi pekerti luhur tatakrama dan sopan santun,budaya leluhur ditanamkan budi pekerti luhur tatakrama sopan santun,budaya leluhur tanam budi pekerti luhur tatakrama sopan santun,pos,pos
2022-03-20 07:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-20 01:51:45,"@PT_Transjakarta halo, kalo dari ciputat mau ke univ Budi Luhur Rutenya mana aja ya?",halo kalo dari ciputat mau ke univ budi luhur rutenya mana aja ya,halo ciputat univ budi luhur rutenya,halo ciputat univ budi luhur rute,neg,neg
2022-03-19 14:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-19 13:26:32,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-19 13:07:23,@ReefWikrama Malam kak. Jak-51 beroperasi mulai pukul 05:00 WIB hingga pukul 20:30 WIB dari Budi Luhur dan sekitar pukul 21:30 WIB dari Taman Kota. Terima kasih ^RSN,malam kak jak beroperasi mulai pukul wib hingga pukul wib dari budi luhur dan sekitar pukul wib dari taman kota terima kasih rsn,malam kak jak beroperasi budi luhur taman kota terima kasih rsn,malam kak jak operasi budi luhur taman kota terima kasih rsn,pos,neg
2022-03-19 05:52:47,"Semoga keluhuran Budaya Nusantara yg sarat dengan norma kesantunan , budi luhur, serta keramahan akan lebih banyak mewarnai semua wacana dan wajah medsos , maupun segala percakapan di ranah publik lainnya di Negri kita tercinta.  #rukundamai #indonsiaindah",semoga keluhuran budaya nusantara yg sarat dengan norma kesantunan budi luhur serta keramahan akan lebih banyak mewarnai semua wacana dan wajah medsos maupun segala percakapan di ranah publik lainnya di negri kita tercinta rukundamai indonsiaindah,semoga keluhuran budaya nusantara sarat norma kesantunan budi luhur keramahan mewarnai wacana wajah medsos percakapan ranah publik negri tercinta rukundamai indonsiaindah,moga luhur budaya nusantara sarat norma santun budi luhur ramah warna wacana wajah medsos cakap ranah publik negri cinta rukundamai indonsiaindah,pos,pos
2022-03-19 02:11:18,"5. Orang-orang budaya selalu mengutamakan budi pekerti luhur, cinta damai serta penuh kasih sayang dan kelembutan. 👍😍🇮🇩  Salam Budaya Nusantara Agung 🙏🇮🇩", orang orang budaya selalu mengutamakan budi pekerti luhur cinta damai serta penuh kasih sayang dan kelembutan salam budaya nusantara agung ,budaya mengutamakan budi pekerti luhur cinta damai penuh kasih sayang kelembutan salam budaya nusantara agung,budaya utama budi pekerti luhur cinta damai penuh kasih sayang lembut salam budaya nusantara agung,pos,pos
2022-03-18 23:08:09,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-18 21:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-18 14:24:44,Saran proker buat sekbid 2 budi luhur dong,saran proker buat sekbid budi luhur dong,saran proker sekbid budi luhur,saran proker sekbid budi luhur,neg,neg
2022-03-18 04:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-17 11:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-17 05:33:01,Call for Papers SENMI Universitas Budi Luhur 2022  @kampusbudiluhur Website https://t.co/DGVDsWu12T https://t.co/JVj4Y17l6z,call for papers senmi universitas budi luhur website https t co dgvdswu t https t co jvj y l z,call for papers senmi universitas budi luhur website https t co dgvdswu t https t co jvj y l z,call for papers senmi universitas budi luhur website https t co dgvdswu t https t co jvj y l z,neg,neg
2022-03-17 05:23:14,Sobat boleh info ga aras kunciran ke budi luhur yg banjir dimana ajaaa😭😭😭,sobat boleh info ga aras kunciran ke budi luhur yg banjir dimana ajaaa,sobat info ga aras kunciran budi luhur banjir ajaaa,sobat info ga aras kuncir budi luhur banjir ajaaa,neg,neg
2022-03-16 18:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-16 12:43:37,@ardiyaannn Marqez gatau macet dari kby lama - budi luhur yan,marqez gatau macet dari kby lama budi luhur yan,marqez gatau macet kby budi luhur yan,marqez gatau macet kby budi luhur yan,neg,neg
2022-03-16 11:32:02,"Marquez suruh lewat bayoran - Seskoal - cipulir dan Budi Luhur pas jam segini min, auto pulang kampung doi 😂🤣",marquez suruh lewat bayoran seskoal cipulir dan budi luhur pas jam segini min auto pulang kampung doi ,marquez suruh bayoran seskoal cipulir budi luhur jam segini min auto pulang kampung doi,marquez suruh bayoran seskoal cipulir budi luhur jam gin min auto pulang kampung doi,neg,neg
2022-03-16 09:57:04,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-16 04:36:41,Just posted a photo @ Universitas Budi Luhur https://t.co/yInl5nuKzt,just posted a photo universitas budi luhur https t co yinl nukzt,just posted photo universitas budi luhur https t co yinl nukzt,just posted photo universitas budi luhur https t co yinl nukzt,neg,neg
2022-03-16 01:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-15 16:06:02,smp budi luhur samarinda dimana sih,smp budi luhur samarinda dimana sih,smp budi luhur samarinda,smp budi luhur samarinda,neg,neg
2022-03-15 12:31:37,📍Jalan Ciledug Raya eks Apotek Shangrila. Seberang Universitas Budi Luhur. 50 m dari Halte Transjakarta Adam Malik.,jalan ciledug raya eks apotek shangrila seberang universitas budi luhur m dari halte transjakarta adam malik,ciledug raya eks apotek shangrila seberang universitas budi luhur m halte transjakarta adam malik,ciledug raya eks apotek shangrila seberang universitas budi luhur m halte transjakarta adam malik,neg,neg
2022-03-15 08:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-15 08:00:02,#CariAlamat #AlamatJakarta  Alamat TK Budi Luhur Jakarta https://t.co/6eLpVqWrun,carialamat alamatjakarta alamat tk budi luhur jakarta https t co elpvqwrun,carialamat alamatjakarta alamat tk budi luhur jakarta https t co elpvqwrun,carialamat alamatjakarta alamat tk budi luhur jakarta https t co elpvqwrun,neg,neg
2022-03-15 03:33:30,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9 ............",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-15 03:33:25,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-15 03:03:04,@magmalaya Nilai luhur budi bangsa melayu punah sebab segelintir yg hidup tidak  berpaksikan keinsanan,nilai luhur budi bangsa melayu punah sebab segelintir yg hidup tidak berpaksikan keinsanan,nilai luhur budi bangsa melayu punah segelintir berpaksikan keinsanan,nilai luhur budi bangsa melayu punah gelintir paksi insan,pos,neg
2022-03-14 18:03:49,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/up5lrTimus",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co up lrtimus,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co up lrtimus,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co up lrtimus,pos,neg
2022-03-14 15:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-14 13:36:23,@panggilajamayun @muhammdfaiq @aakaruu @luliuhuy budi luhur,budi luhur,budi luhur,budi luhur,neg,neg
2022-03-14 13:25:23,Event 🥇🥇🥇  KALIMAYA GOES TO CAMPUS at UNIVERSITAS BUDI LUHUR   #banggabuatanindonesia 🇮🇩🇮🇩 #GoldDover #banggaproduklokal  #NOREKBERNODEAL https://t.co/SIiIJ4LCaa,event kalimaya goes to campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co siiij lcaa,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co siiij lcaa,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co siiij lcaa,neg,neg
2022-03-14 13:25:20,Event 🥇🥇🥇  KALIMAYA GOES TO CAMPUS at UNIVERSITAS BUDI LUHUR   #banggabuatanindonesia 🇮🇩🇮🇩 #GoldDover #banggaproduklokal  #NOREKBERNODEAL https://t.co/KVk60wDuTH,event kalimaya goes to campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co kvk wduth,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co kvk wduth,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co kvk wduth,neg,neg
2022-03-14 13:25:15,Event 🥇🥇🥇  KALIMAYA GOES TO CAMPUS at UNIVERSITAS BUDI LUHUR   #banggabuatanindonesia 🇮🇩🇮🇩 #GoldDover #banggaproduklokal  #NOREKBERNODEAL https://t.co/ihpjD0954s,event kalimaya goes to campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co ihpjd s,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co ihpjd s,event kalimaya goes campus at universitas budi luhur banggabuatanindonesia golddover banggaproduklokal norekbernodeal https t co ihpjd s,neg,neg
2022-03-14 05:59:44,Just posted a photo @ Universitas Budi Luhur https://t.co/ySaeNoyhAd,just posted a photo universitas budi luhur https t co ysaenoyhad,just posted photo universitas budi luhur https t co ysaenoyhad,just posted photo universitas budi luhur https t co ysaenoyhad,neg,neg
2022-03-14 05:58:10,Just posted a photo @ Universitas Budi Luhur https://t.co/EUCZ8hhSWW,just posted a photo universitas budi luhur https t co eucz hhsww,just posted photo universitas budi luhur https t co eucz hhsww,just posted photo universitas budi luhur https t co eucz hhsww,neg,neg
2022-03-14 04:40:43,Just posted a photo @ Universitas Budi Luhur https://t.co/qRFrvhB7B0,just posted a photo universitas budi luhur https t co qrfrvhb b ,just posted photo universitas budi luhur https t co qrfrvhb,just posted photo universitas budi luhur https t co qrfrvhb,neg,neg
2022-03-14 04:36:20,Just posted a photo @ Universitas Budi Luhur https://t.co/6OH2QKIFYr,just posted a photo universitas budi luhur https t co oh qkifyr,just posted photo universitas budi luhur https t co qkifyr,just posted photo universitas budi luhur https t co qkifyr,neg,neg
2022-03-13 22:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-13 13:39:39,@whorespital_ tinggal pilih sekolah mau di budi luhur ato nusa alam 💅🏽,tinggal pilih sekolah mau di budi luhur ato nusa alam ,pilih sekolah budi luhur ato nusa alam,pilih sekolah budi luhur ato nusa alam,pos,neg
2022-03-13 12:44:47,"@PT_Transjakarta min, coba buka rute baru Ciledug - Grogol via Meruya (Transjakarta / Jak lingko) boleh, biar klo dari Meruya ke Ciledug gak muter dulu ke Adam Malik /Budi luhur",min coba buka rute baru ciledug grogol via meruya transjakarta jak lingko boleh biar klo dari meruya ke ciledug gak muter dulu ke adam malik budi luhur,min coba buka rute ciledug grogol via meruya transjakarta jak lingko biar klo meruya ciledug gak muter adam malik budi luhur,min coba buka rute ciledug grogol via meruya transjakarta jak lingko biar klo meruya ciledug gak muter adam malik budi luhur,neg,neg
2022-03-13 09:10:05,"Universitas Budi Luhur Gelar Festival Pantun Betawi, Lestarikan Budaya Nusantara - https://t.co/i5eDQcn3j9",universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j ,universitas budi luhur gelar festival pantun betawi lestarikan budaya nusantara https t co i edqcn j,universitas budi luhur gelar festival pantun betawi lestari budaya nusantara https t co i edqcn j,pos,neg
2022-03-13 05:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
2022-03-13 05:41:02,@tanyakanrl bestie w cantik bngt jadi maba hits budiluhur nder,bestie w cantik bngt jadi maba hits budiluhur nder,bestie w cantik bngt maba hits budiluhur nder,bestie w cantik bngt maba hits budiluhur nder,neg,pos
2022-03-13 00:28:42,@NewOpang Apa kata Lord Luhur Budi Pekerti lah..,apa kata lord luhur budi pekerti lah,lord luhur budi pekerti,lord luhur budi pekerti,neg,neg
2022-03-12 12:42:39,Sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya ~ HR Bukhori #jokam #jokamlicious,sebaik baiknya dari kalian orang iman adalah orang iman yang lebih luhur budi pekertinya hr bukhori jokam jokamlicious,baiknya iman iman luhur budi pekertinya hr bukhori jokam jokamlicious,baik iman iman luhur budi pekerti hr bukhori jokam jokamlicious,pos,pos
